Nova Scotia
62
Nova Scotia,Fairview-Clayton Park,Fairview-Clayton Park,Patricia Arab,Patricia Arab,Nova Scotia Liberal Party,3364
Nova Scotia,Fairview-Clayton Park,Fairview-Clayton Park,Abad Khan,Abad Khan,Nova Scotia New Democratic Party,2274
Nova Scotia,Fairview-Clayton Park,Fairview-Clayton Park,Travis Price,Travis Price,Progressive Conservative Association of Nova Scotia,1294
Nova Scotia,Fairview-Clayton Park,Fairview-Clayton Park,Raland Kinley,Raland Kinley,Green Party of Nova Scotia,177
Nova Scotia,Fairview-Clayton Park,Fairview-Clayton Park,Katie Campbell,Katie Campbell,Independent,136
Nova Scotia,Glace Bay,Glace Bay,Geoff MacLellan,Geoff MacLellan,Nova Scotia Liberal Party,5547
Nova Scotia,Glace Bay,Glace Bay,Mary Beth MacDonald,Mary Beth MacDonald,Nova Scotia New Democratic Party,1001
Nova Scotia,Glace Bay,Glace Bay,Thomas J. W. Bethell,Thomas J. W. Bethell,Progressive Conservative Association of Nova Scotia,355
Nova Scotia,Halifax Armdale,Halifax Armdale,Lena M. Diab,Lena M. Diab,Nova Scotia Liberal Party,3208
Nova Scotia,Halifax Armdale,Halifax Armdale,Drew Moore,Drew Moore,Nova Scotia New Democratic Party,2203
Nova Scotia,Halifax Armdale,Halifax Armdale,Irvine T. Carvery,Irvine T. Carvery,Progressive Conservative Association of Nova Scotia,1061
Nova Scotia,Halifax Atlantic,Halifax Atlantic,Brendan O. Maguire,Brendan O. Maguire,Nova Scotia Liberal Party,3244
Nova Scotia,Halifax Atlantic,Halifax Atlantic,Tanis Crosby,Tanis Crosby,Nova Scotia New Democratic Party,2579
Nova Scotia,Halifax Atlantic,Halifax Atlantic,Ryan Brennan,Ryan Brennan,Progressive Conservative Association of Nova Scotia,1817
Nova Scotia,Halifax Chebucto,Halifax Chebucto,Joachim Stroink,Joachim Stroink,Nova Scotia Liberal Party,4352
Nova Scotia,Halifax Chebucto,Halifax Chebucto,Gregor Ash,Gregor Ash,Nova Scotia New Democratic Party,3376
Nova Scotia,Halifax Chebucto,Halifax Chebucto,Christine Dewell,Christine Dewell,Progressive Conservative Association of Nova Scotia,874
Nova Scotia,Halifax Chebucto,Halifax Chebucto,Michael Marshall,Michael Marshall,Independent,125
Nova Scotia,Halifax Citadel-Sable Island,Halifax Citadel-Sable Island,Labi Kousoulis,Labi Kousoulis,Nova Scotia Liberal Party,2966
Nova Scotia,Halifax Citadel-Sable Island,Halifax Citadel-Sable Island,Leonard Preyra,Leonard Preyra,Nova Scotia New Democratic Party,1934
Nova Scotia,Halifax Citadel-Sable Island,Halifax Citadel-Sable Island,Andrew D. Black,Andrew D. Black,Progressive Conservative Association of Nova Scotia,1094
Nova Scotia,Halifax Citadel-Sable Island,Halifax Citadel-Sable Island,Brynn M. Horley,Brynn M. Horley,Green Party of Nova Scotia,198
Nova Scotia,Halifax Citadel-Sable Island,Halifax Citadel-Sable Island,Frederic Boileau-Cadieux,Frederic Boileau-Cadieux,Independent,31
Nova Scotia,Halifax Needham,Halifax Needham,Christopher (Chris) Poole,Christopher (Chris) Poole,Nova Scotia Liberal Party,3115
Nova Scotia,Halifax Needham,Halifax Needham,Maureen MacDonald,Maureen MacDonald,Nova Scotia New Democratic Party,3392
Nova Scotia,Halifax Needham,Halifax Needham,Mary D. S. Hamblin,Mary D. S. Hamblin,Progressive Conservative Association of Nova Scotia,834
Nova Scotia,Halifax Needham,Halifax Needham,Kris MacLellan,Kris MacLellan,Green Party of Nova Scotia,369
Nova Scotia,Hammonds Plains-Lucasville,Hammonds Plains-Lucasville,Ben Jessome,Ben Jessome,Nova Scotia Liberal Party,3402
Nova Scotia,Hammonds Plains-Lucasville,Hammonds Plains-Lucasville,Peter Lund,Peter Lund,Nova Scotia New Democratic Party,1584
Nova Scotia,Hammonds Plains-Lucasville,Hammonds Plains-Lucasville,Gina Byrne,Gina Byrne,Progressive Conservative Association of Nova Scotia,1423
Nova Scotia,Hammonds Plains-Lucasville,Hammonds Plains-Lucasville,Jonathan G. Dean,Jonathan G. Dean,Independent,104
Nova Scotia,Hants East,Hants East,Margaret Miller,Margaret Miller,Nova Scotia Liberal Party,4512
Nova Scotia,Hants East,Hants East,John MacDonell,John MacDonell,Nova Scotia New Democratic Party,3412
Nova Scotia,Hants East,Hants East,Kim Allan Williams,Kim Allan Williams,Progressive Conservative Association of Nova Scotia,1597
Nova Scotia,Hants West,Hants West,Claude O'Hara,Claude O'Hara,Nova Scotia Liberal Party,3279
Nova Scotia,Hants West,Hants West,Brian D. Stephens,Brian D. Stephens,Nova Scotia New Democratic Party,888
Nova Scotia,Hants West,Hants West,Chuck Porter,Chuck Porter,Progressive Conservative Association of Nova Scotia,4468
Nova Scotia,Hants West,Hants West,Torin Buzek,Torin Buzek,Green Party of Nova Scotia,169
Nova Scotia,Inverness,Inverness,Jackie Rankin,Jackie Rankin,Nova Scotia Liberal Party,3248
Nova Scotia,Inverness,Inverness,Michelle A. Smith,Michelle A. Smith,Nova Scotia New Democratic Party,678
Nova Scotia,Inverness,Inverness,Allan MacMaster,Allan MacMaster,Progressive Conservative Association of Nova Scotia,3816
Nova Scotia,Kings North,Kings North,Stephen W. Pearl,Stephen W. Pearl,Nova Scotia Liberal Party,2787
Nova Scotia,Kings North,Kings North,Jim Morton,Jim Morton,Nova Scotia New Democratic Party,2882
Nova Scotia,Kings North,Kings North,John A. Lohr,John A. Lohr,Progressive Conservative Association of Nova Scotia,2903
Nova Scotia,Kings North,Kings North,Mary Lou Harley,Mary Lou Harley,Green Party of Nova Scotia,362
Nova Scotia,Kings South,Kings South,Keith Irving,Keith Irving,Nova Scotia Liberal Party,3878
