,,968,2.53,IND,GARY BESNER






SUDBURY,19563,24631,68.98,L,*RICK BARTOLUCCI

,,5068,14.19,PC,MILA WONG

,,4999,14,ND,HARVEY WYERS

,,1009,2.83,GP,LUKE NORTON






THORNHILL,796,21419,46.9,L,MARIO G. RACCO

,,20623,45.16,PC,*TINA MOLINARI

,,2616,5.73,ND,LAURIE ORRETT

,,705,1.54,GP,BRIDGET HAWORTH

,,304,0.67,FR,LINDSAY G. KING






THUNDER BAY-ATIKOKAN,11153,17735,58.25,L,BILL MAURO

,,6582,21.62,ND,JOHN RAFFERTY

,,5365,17.62,PC,BRIAN MCKINNON

,,762,2.5,GP,KRISTIN BOYER






THUNDER BAY-SUPERIOR NORTH,17390,21938,72.45,L,*MICHAEL GRAVELLE

,,4548,15.02,ND,BONNIE SATTEN

,,2912,9.62,PC,BRENT SYLVESTER

,,882,2.91,GP,CARL ROSE






TIMISKAMING-COCHRANE,12169,18499,59.56,L,*DAVID RAMSAY

,,6330,20.38,PC,RICK BRASSARD

,,5741,18.48,ND,BEN LEFEBVRE

,,489,1.57,GP,PAUL O. PALMER






TIMMINS-JAMES BAY,2568,14941,49.7,ND,*GILLES BISSON

,,12373,41.16,L,MICHAEL J. DOODY

,,2527,8.41,PC,MERV RUSSELL

,,219,0.73,GP,MARSHA KRISS






TORONTO CENTRE-ROSEDALE,13904,23872,52.78,L,*GEORGE SMITHERMAN

,,9968,22.04,PC,JOHN ADAMS

,,9112,20.14,ND,GENE LARA

,,1739,3.84,GP,GABRIEL DRAVEN

,,324,0.72,IND,PHILIP FERNANDEZ

,,218,0.48,FR,SILVIO URSOMARZO






TRINITY-SPADINA,6341,19268,47.51,ND,*ROSARIO MARCHESE

,,12927,31.88,L,NELLIE PEDRO

,,4985,12.29,PC,HELENA GUERGIS

,,2362,5.82,GP,GREG LAXTON

,,756,1.86,LTN,JUDSON GLOBER

,,256,0.63,IND,NICK LIN






VAUGHAN-KING-AURORA,15184,36928,56.14,L,*GREG SORBARA

,,21744,33.06,PC,CARMINE IACONO

,,4697,7.14,ND,MIKE SEAWARD

,,2412,3.67,GP,ADRIAN VISENTIN






HALIBURTON-VICTORIA-BROCK,7126,24297,47.41,PC,LAURIE SCOTT

,,17171,33.51,L,JASON D. WARD

,,7884,15.39,ND,EARL MANNERS

,,956,1.87,GP,DOUGLAS SMITH

,,663,1.29,FCP,PAUL GORDON

