Nova Scotia
61
Nova Scotia,,,Jason A. Remai,Jason A. Remai,Green Party of Nova Scotia,145,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Milton Countway,Milton Countway,Independent,489,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,Lunenburg West,Lunenburg West,Carolyn Bolivar-Getson,Carolyn Bolivar-Getson,Progressive Conservative Association of Nova Scotia,3045,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Gary Ramey,Gary Ramey,Nova Scotia New Democratic Party,3600,Yes,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Mark Furey,Mark Furey,Nova Scotia Liberal Party,2297,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Emily Richardson,Emily Richardson,Green Party of Nova Scotia,148,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,Pictou Centre,Pictou Centre,Pat Dunn,Pat Dunn,Progressive Conservative Association of Nova Scotia,3519,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Ross Landry,Ross Landry,Nova Scotia New Democratic Party,3650,Yes,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Neil MacIsaac,Neil MacIsaac,Nova Scotia Liberal Party,567,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Jim Lindsey,Jim Lindsey,Green Party of Nova Scotia,147,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,Pictou East,Pictou East,J. Ed Macdonald,J. Ed Macdonald,Progressive Conservative Association of Nova Scotia,1984,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Clarrie MacKinnon,Clarrie MacKinnon,Nova Scotia New Democratic Party,4893,Yes,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Francois Rochon,Francois Rochon,Nova Scotia Liberal Party,642,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Robbie Loftus White,Robbie Loftus White,Green Party of Nova Scotia,129,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,Pictou West,Pictou West,Leonard Fraser,Leonard Fraser,Progressive Conservative Association of Nova Scotia,1466,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,C.L. Parker,C.L. Parker,Nova Scotia New Democratic Party,4226,Yes,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Paul Landry,Paul Landry,Nova Scotia Liberal Party,1471,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Chelsea Richardson,Chelsea Richardson,Green Party of Nova Scotia,170,,,,,,,,,,,,,,,,,,,,,,,,
